,Diagnosis,Drug,Age,Ethnicity,Gender,Count
5133,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Sodium Chloride 0.9%  Flush,85 years and older,BLACK,M,31
5134,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Sodium Chloride 0.9%  Flush,85 years and older,HISPANIC OR LATINO,F,25
5135,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Sodium Chloride 0.9%  Flush,85 years and older,HISPANIC OR LATINO,M,10
5136,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Sodium Chloride 0.9%  Flush,85 years and older,OTHERS,F,63
5137,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Sodium Chloride 0.9%  Flush,85 years and older,OTHERS,M,71
5138,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Sodium Chloride 0.9%  Flush,85 years and older,WHITE,F,247
5139,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Sodium Chloride 0.9%  Flush,85 years and older,WHITE,M,458
5140,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,15 to 24 years,BLACK,M,9
5141,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,15 to 24 years,OTHERS,M,2
5142,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,15 to 24 years,WHITE,F,27
5143,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,15 to 24 years,WHITE,M,44
5144,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,25 to 34 years,BLACK,F,12
5145,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,25 to 34 years,HISPANIC OR LATINO,M,14
5146,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,25 to 34 years,OTHERS,F,4
5147,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,25 to 34 years,OTHERS,M,42
5148,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,25 to 34 years,WHITE,F,12
5149,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,25 to 34 years,WHITE,M,45
5150,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,35 to 44 years,ASIAN,M,7
5151,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,35 to 44 years,BLACK,F,2
5152,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,35 to 44 years,HISPANIC OR LATINO,M,2
5153,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,35 to 44 years,OTHERS,F,13
5154,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,35 to 44 years,OTHERS,M,22
5155,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,35 to 44 years,WHITE,F,9
5156,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,35 to 44 years,WHITE,M,59
5157,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,ASIAN,M,21
5158,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,BLACK,F,5
5159,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,BLACK,M,39
5160,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,HISPANIC OR LATINO,F,1
5161,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,HISPANIC OR LATINO,M,8
5162,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,OTHERS,F,5
5163,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,OTHERS,M,28
5164,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,WHITE,F,67
5165,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,45 to 54 years,WHITE,M,104
5166,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,ASIAN,F,3
5167,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,BLACK,F,3
5168,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,BLACK,M,25
5169,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,HISPANIC OR LATINO,M,2
5170,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,OTHERS,F,2
5171,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,OTHERS,M,8
5172,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,WHITE,F,52
5173,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,55 to 64 years,WHITE,M,150
5174,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,65 to 74 years,BLACK,F,16
5175,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,65 to 74 years,BLACK,M,9
5176,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,65 to 74 years,OTHERS,F,3
5177,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,65 to 74 years,OTHERS,M,10
5178,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,65 to 74 years,WHITE,F,49
5179,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,65 to 74 years,WHITE,M,104
5180,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,75 to 84 years,BLACK,F,9
5181,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,75 to 84 years,WHITE,F,30
5182,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,75 to 84 years,WHITE,M,41
5183,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,ASIAN,M,25
5184,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,BLACK,F,55
5185,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,BLACK,M,54
5186,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,HISPANIC OR LATINO,F,33
5187,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,HISPANIC OR LATINO,M,31
5188,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,OTHERS,F,101
5189,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,OTHERS,M,116
5190,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,WHITE,F,393
5191,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vancomycin,85 years and older,WHITE,M,776
5192,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,15 to 24 years,BLACK,M,1
5193,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,15 to 24 years,OTHERS,M,5
5194,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,15 to 24 years,WHITE,F,4
5195,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,15 to 24 years,WHITE,M,1
5196,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,25 to 34 years,BLACK,F,8
5197,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,25 to 34 years,HISPANIC OR LATINO,M,3
5198,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,25 to 34 years,OTHERS,M,3
5199,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,25 to 34 years,WHITE,F,3
5200,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,25 to 34 years,WHITE,M,2
5201,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,35 to 44 years,BLACK,F,1
5202,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,35 to 44 years,HISPANIC OR LATINO,M,2
5203,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,35 to 44 years,OTHERS,M,7
5204,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,35 to 44 years,WHITE,F,3
5205,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,35 to 44 years,WHITE,M,5
5206,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,ASIAN,M,5
5207,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,BLACK,F,3
5208,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,BLACK,M,9
5209,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,HISPANIC OR LATINO,F,2
5210,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,HISPANIC OR LATINO,M,1
5211,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,OTHERS,M,3
5212,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,WHITE,F,15
5213,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,45 to 54 years,WHITE,M,17
5214,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,ASIAN,F,1
5215,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,BLACK,F,2
5216,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,BLACK,M,2
5217,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,HISPANIC OR LATINO,F,1
5218,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,HISPANIC OR LATINO,M,1
5219,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,OTHERS,M,2
5220,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,WHITE,F,16
5221,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,55 to 64 years,WHITE,M,30
5222,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,65 to 74 years,BLACK,F,30
5223,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,65 to 74 years,BLACK,M,2
5224,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,65 to 74 years,OTHERS,M,2
5225,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,65 to 74 years,WHITE,F,12
5226,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,65 to 74 years,WHITE,M,30
5227,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,75 to 84 years,WHITE,F,9
5228,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,75 to 84 years,WHITE,M,15
5229,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,ASIAN,M,6
5230,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,BLACK,F,11
5231,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,BLACK,M,16
5232,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,HISPANIC OR LATINO,F,5
5233,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,HISPANIC OR LATINO,M,8
5234,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,OTHERS,F,25
5235,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,OTHERS,M,42
5236,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,WHITE,F,111
5237,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Vial,85 years and older,WHITE,M,166
5238,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,25 to 34 years,OTHERS,M,1
5239,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,25 to 34 years,WHITE,M,19
5240,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,35 to 44 years,HISPANIC OR LATINO,M,2
5241,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,35 to 44 years,WHITE,M,10
5242,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,45 to 54 years,ASIAN,M,34
5243,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,45 to 54 years,BLACK,M,4
5244,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,45 to 54 years,OTHERS,M,10
5245,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,45 to 54 years,WHITE,M,24
5246,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,55 to 64 years,WHITE,F,38
5247,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,55 to 64 years,WHITE,M,47
5248,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,65 to 74 years,OTHERS,M,15
5249,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,65 to 74 years,WHITE,F,31
5250,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,65 to 74 years,WHITE,M,46
5251,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,75 to 84 years,WHITE,F,16
5252,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,75 to 84 years,WHITE,M,18
5253,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,ASIAN,M,22
5254,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,BLACK,F,11
5255,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,BLACK,M,12
5256,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,HISPANIC OR LATINO,F,6
5257,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,OTHERS,F,35
5258,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,OTHERS,M,13
5259,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,WHITE,F,213
5260,"ECMO OR TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W MAJ O.R.",Warfarin,85 years and older,WHITE,M,370
5261,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,15 to 24 years,BLACK,M,3
5262,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,15 to 24 years,WHITE,F,9
5263,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,25 to 34 years,BLACK,F,1
5264,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,25 to 34 years,BLACK,M,6
5265,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,25 to 34 years,HISPANIC OR LATINO,M,2
5266,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,25 to 34 years,WHITE,M,2
5267,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,35 to 44 years,ASIAN,M,1
5268,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,35 to 44 years,WHITE,F,12
5269,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,35 to 44 years,WHITE,M,12
5270,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,ASIAN,F,4
5271,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,BLACK,F,6
5272,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,BLACK,M,4
5273,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,HISPANIC OR LATINO,F,1
5274,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,HISPANIC OR LATINO,M,1
5275,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,OTHERS,M,3
5276,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,WHITE,F,14
5277,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,45 to 54 years,WHITE,M,22
5278,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,55 to 64 years,ASIAN,F,6
5279,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,55 to 64 years,BLACK,M,3
5280,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,55 to 64 years,HISPANIC OR LATINO,M,2
5281,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,55 to 64 years,OTHERS,F,1
5282,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,55 to 64 years,OTHERS,M,2
5283,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,55 to 64 years,WHITE,F,14
5284,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,55 to 64 years,WHITE,M,23
5285,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,65 to 74 years,ASIAN,M,9
5286,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,65 to 74 years,BLACK,F,1
5287,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,65 to 74 years,OTHERS,F,1
5288,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,65 to 74 years,OTHERS,M,6
5289,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,65 to 74 years,WHITE,F,16
5290,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,65 to 74 years,WHITE,M,6
5291,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,75 to 84 years,BLACK,F,2
5292,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,75 to 84 years,HISPANIC OR LATINO,F,5
5293,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,75 to 84 years,OTHERS,M,1
5294,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,75 to 84 years,WHITE,F,14
5295,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,75 to 84 years,WHITE,M,14
5296,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,ASIAN,F,9
5297,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,ASIAN,M,7
5298,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,BLACK,F,62
5299,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,BLACK,M,34
5300,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,HISPANIC OR LATINO,F,5
5301,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,HISPANIC OR LATINO,M,19
5302,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,OTHERS,F,7
5303,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,OTHERS,M,27
5304,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,WHITE,F,150
5305,G.I. HEMORRHAGE W CC,0.9% Sodium Chloride,85 years and older,WHITE,M,234
5306,G.I. HEMORRHAGE W CC,5% Dextrose,15 to 24 years,BLACK,M,1
5307,G.I. HEMORRHAGE W CC,5% Dextrose,35 to 44 years,WHITE,F,3
5308,G.I. HEMORRHAGE W CC,5% Dextrose,35 to 44 years,WHITE,M,6
5309,G.I. HEMORRHAGE W CC,5% Dextrose,45 to 54 years,BLACK,F,1
5310,G.I. HEMORRHAGE W CC,5% Dextrose,45 to 54 years,BLACK,M,1
5311,G.I. HEMORRHAGE W CC,5% Dextrose,45 to 54 years,HISPANIC OR LATINO,F,3
5312,G.I. HEMORRHAGE W CC,5% Dextrose,45 to 54 years,WHITE,F,2
5313,G.I. HEMORRHAGE W CC,5% Dextrose,45 to 54 years,WHITE,M,10
5314,G.I. HEMORRHAGE W CC,5% Dextrose,55 to 64 years,OTHERS,M,2
5315,G.I. HEMORRHAGE W CC,5% Dextrose,55 to 64 years,WHITE,F,2
5316,G.I. HEMORRHAGE W CC,5% Dextrose,55 to 64 years,WHITE,M,2
5317,G.I. HEMORRHAGE W CC,5% Dextrose,65 to 74 years,ASIAN,M,1
5318,G.I. HEMORRHAGE W CC,5% Dextrose,65 to 74 years,OTHERS,F,1
5319,G.I. HEMORRHAGE W CC,5% Dextrose,65 to 74 years,OTHERS,M,3
5320,G.I. HEMORRHAGE W CC,5% Dextrose,65 to 74 years,WHITE,M,2
5321,G.I. HEMORRHAGE W CC,5% Dextrose,75 to 84 years,HISPANIC OR LATINO,F,1
5322,G.I. HEMORRHAGE W CC,5% Dextrose,75 to 84 years,WHITE,F,6
5323,G.I. HEMORRHAGE W CC,5% Dextrose,75 to 84 years,WHITE,M,4
5324,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,BLACK,F,15
5325,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,BLACK,M,5
5326,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,HISPANIC OR LATINO,F,1
5327,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,HISPANIC OR LATINO,M,2
5328,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,OTHERS,F,3
5329,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,OTHERS,M,10
5330,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,WHITE,F,30
5331,G.I. HEMORRHAGE W CC,5% Dextrose,85 years and older,WHITE,M,62
5332,G.I. HEMORRHAGE W CC,Acetaminophen,15 to 24 years,WHITE,F,3
5333,G.I. HEMORRHAGE W CC,Acetaminophen,25 to 34 years,BLACK,M,2
5334,G.I. HEMORRHAGE W CC,Acetaminophen,25 to 34 years,HISPANIC OR LATINO,M,3
5335,G.I. HEMORRHAGE W CC,Acetaminophen,25 to 34 years,WHITE,M,3
5336,G.I. HEMORRHAGE W CC,Acetaminophen,35 to 44 years,ASIAN,M,1
5337,G.I. HEMORRHAGE W CC,Acetaminophen,35 to 44 years,HISPANIC OR LATINO,F,1
